Publication Type,Authors,Article Title,Source Title,Language,Document Type,Author Keywords,Keywords Plus,Abstract,"Type (research, intervention, review)",Country,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas
J,"Barros, MAS; Iannuzzi, L; Silva, ILH; Otalora-Ardila, A; Bernard, E",Factors affecting searcher efficiency and scavenger removal of bat carcasses in Neotropical wind facilities,JOURNAL OF WILDLIFE MANAGEMENT,English,Article,Brazil; Caatinga; carcass detectability; carcass persistence; Chiroptera; environmental impact assessment; scavenger community; wind energy,ENERGY FACILITY; COLEOPTERA SCARABAEIDAE; MORTALITY; BIRD; FATALITIES; TURBINE; FARMS; PATTERNS; BRAZIL; PERSISTENCE,"Bat fatalities at wind facilities have been reported worldwide, and environmental impact assessments depend on searches for carcasses around wind turbines to quantify impacts. Some of the carcasses may go undetected by search teams or be removed by scavengers during search intervals, so these biases must be evaluated and taken into account in fatality estimation. We investigated the influence of different factors on searcher efficiency and scavenger removal in a dry forest area in northeastern Brazil, one of the regions with the highest density of wind turbines in the Neotropics. We conducted searcher efficiency and scavenger removal trials around 34 wind turbines from January 2017 to January 2018. Searcher efficiency was influenced by cover type, season, and carcass size, ranging between 12% for small bats in shrub vegetation during the rainy season and 96% for large bats in absent or sparse vegetation during the dry season. Carcass type and season affected scavenger removal; carcass persistence time was shorter for chicks (1.2 days) than for bats and mice (2.1 days), and the probability of a carcass persisting for a whole day was higher in the rainy season, while the probability of carcass persistence for 7, 14, and 28 days was higher in the dry season. The scavenger community was composed of canids, birds of prey, and insects, with systematic removal of carcasses by the crab-eating fox (Cerdocyon thous) throughout the year and by dung beetles in the rainy season. Based on our findings, impact assessments of wind facilities on bats should conduct searcher efficiency trials in all seasons and cover types around wind turbines, using bat carcasses or models of different sizes. Scavenger removal trials should cover all seasons as well, and use mouse carcasses (but not chick carcasses) as surrogates for bats.",research,Brazil,105,1,1,1,5,J WILDLIFE MANAGE,J. Wildl. Manage.,MAY,2022,86,4,10.1002/jwmg.22198,http://dx.doi.org/10.1002/jwmg.22198,,22-Mar,23,Ecology; Zoology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Zoology
J,"Pereira, CG; Falcao, F; Bernard, E",One size doesn't fit all: Singularities in bat species richness and activity patterns in wind-energy complexes in Brazil and implications for environmental assessment,ZOOLOGIA,English,Article,Chiroptera; environmental impact assessments; environmental licensing; environmental variables; wind energy; wind farms,INSECTIVOROUS BATS; FATALITIES; MORPHOLOGY; TURBINES; ECHOLOCATION; CONSERVATION; TEMPERATURE; CHIROPTERA; MORTALITY; FLIGHT,"Wind energy is an important electricity source. Even though it is cleaner than other energy sources in terms of greenhouse gas emissions, gathering energy from the wind has impact on organisms that fly, including bats. Understanding whether and how bat activity patterns are affected by environmental variables may be useful when trying to mitigate these impacts, for example bat mortality from collisions with wind turbines. Northeastern Brazil concentrates one of the world's largest wind potentials and has thousands of wind turbines in operation. In spite of this scenario, there is a lack of basic information, such as the presence of bat species and their activity patterns in those wind farms. We used passive acoustic monitoring to assess species richness and species composition and obtain data on activity patterns of insectivorous bats in four wind farm complexes in northeastern Brazil. We also investigated the possible correlation between environmental variables (wind speed and direction, air temperature and humidity, and percentage of moon illumination) and bat activity. The acoustic monitoring carried out for 30 nights produced approximately 120,000 bat passes of 29 sonotypes and four families. Environmental variables may influence bat activity, but in a site-specific way, i.e., although the environmental conditions of wind-energy complexes were similar, there was not an activity pattern common to all. Considering such specificities, we strongly recommend long-term specific on-site monitoring in each wind complex, avoiding generalizations for the environmental licensing of wind energy in Brazil.",research,Brazil,51,0,0,1,4,ZOOLOGIA-CURITIBA,Zoologia,MAR,2022,39,,10.1590/S1984-4689.v39.e21041,http://dx.doi.org/10.1590/S1984-4689.v39.e21041,,,11,Zoology,Science Citation Index Expanded (SCI-EXPANDED),Zoology
J,"Baerwald, EF; Edworthy, J; Holder, M; Barclay, RMR",A Large-Scale Mitigation Experiment to Reduce Bat Fatalities at Wind Energy Facilities,JOURNAL OF WILDLIFE MANAGEMENT,English,Article,Alberta; bat fatality; bats; hoary bat; Lasionycteris noctivagans; Lasiurus cinereus; mitigation; silver-haired bat; wind energy; wind turbines,BIRD MORTALITY; NORTH-AMERICA; IMPACTS,"Until large numbers of bat fatalities began to be reported at certain North American wind energy facilities, wildlife concerns regarding wind energy focused primarily on bird fatalities. Due in part to mitigation to reduce bird fatalities, bat fatalities now outnumber those of birds. To test one mitigation option aimed at reducing bat fatalities at wind energy facilities, we altered the operational parameters of 21 turbines at a site with high bat fatalities in southwestern Alberta, Canada, during the peak fatality period. By altering when turbine rotors begin turning in low winds, either by changing the wind-speed trigger at which the turbine rotors are allowed to begin turning or by altering blade angles to reduce rotor speed, blades were near motionless in low wind speeds, which resulted in a significant reduction in bat fatalities (by 60.0% or 57.5%, respectively). Although these are promising mitigation techniques, further experiments are needed to assess costs and benefits at other locations. (JOURNAL OF WILDLIFE MANAGEMENT 73(7): 1077-1081; 2009)",intervention,Canada,27,107,115,7,149,J WILDLIFE MANAGE,J. Wildl. Manage.,SEP,2009,73,7,10.2193/2008-233,http://dx.doi.org/10.2193/2008-233,,,5,Ecology; Zoology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Zoology
J,"Hayes, MA; Lindsay, SR; Solick, DI; Newman, CM",Simulating the influences of bat curtailment on power production at wind energy facilities,WILDLIFE SOCIETY BULLETIN,English,Article,annual energy production; bats; echolocation; smart curtailment; wind energy; wind speed,,"The development and expansion of wind energy is considered a key threat to bat populations in North America and globally. Several approaches to mitigating the impacts of wind energy development on bat populations have been developed, including curtailing wind turbine operation at night during lower wind speeds when bats are thought to be more active. Blanket curtailment approaches have shown substantial promise in reducing bat fatalities at wind energy facilities, but they also reduce the amount of energy extracted from the wind by turbines. A related approach, referred to as smart curtailment, uses bat activity and other variables to predict when bats will be at the greatest risk at a given wind facility. In some contexts, a smart curtailment approach might reduce bat fatalities while also reducing energy loss relative to blanket curtailment. However, it has not been clear how to compare blanket curtailment and smart curtailment approaches in terms of annual energy production at wind facilities. Here, we describe a new approach to simulating the influence of blanket and smart curtailment approaches on energy production at wind energy facilities, and demonstrate the approach using 6 wind energy development areas in the Canadian province of Alberta. We show how stakeholders involved can explore the potential influences of various kinds of bat activity on energy production. We present the results of our Alberta analysis and conclude with some caveats and recommendations for future work on simulating the influences of bat curtailment on energy production at wind energy facilities.",intervention,Canada,25,1,1,7,9,WILDLIFE SOC B,Wildl. Soc. Bull.,MAR,2023,47,1,10.1002/wsb.1399,http://dx.doi.org/10.1002/wsb.1399,,22-Dec,14,Biodiversity Conservation,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation
J,"Zimmerling, JR; Francis, CM",Bat Mortality Due to Wind Turbines in Canada,JOURNAL OF WILDLIFE MANAGEMENT,English,Article,bat populations; correction factors; mortality; wind turbines,ENERGY FACILITIES; LARGE NUMBERS; FATALITIES; BIRD; HYPOTHESES; MIGRATION; CARCASSES; AREAS,"Wind turbines have been hypothesized to affect bat populations; however, no comprehensive analysis of bat mortality from the operation of wind turbines in Canada has been conducted. We used data from carcass searches for 64 wind farms, incorporating correction factors for scavenger removal, searcher efficiency, and carcasses that fell beyond the area searched to estimate bat collision mortality associated with wind turbines in Canada. On average, 15.5 +/- 3.8 (95% CI) bats were killed per turbine per year at these sites (range = 0-103 bats/turbine/yr at individual wind farms). Based on 4,019 installed turbines (the no. installed in Canada by Dec 2013), an estimated 47,400 bats (95% CI = 32,100-62,700) are killed by wind turbines each year in Canada. Installed wind capacity is growing rapidly in Canada, and is predicted to increase approximately 3.5-fold over the next 15 years, which could lead to direct mortality of approximately 166,000 bats/year. Long-distance migratory bat species (e.g., hoary bat [Lasiurus cinereus], silver-haired bat [Lasionycteris noctivagans], eastern red bat [Lasiurus borealis]) accounted for 73% of all mortalities. These species are subject to additional mortality risks when they migrate into the United States. The little brown myotis (Myotis lucifugus), which was listed as Endangered in 2014 under the Species At Risk Act (SARA), accounted for 13% of all mortalities from wind turbines, with most of the mortality (87%) occurring in Ontario. Population-level impacts may become an issue for some bat species as numbers of turbines increase. (C) 2016 The Wildlife Society.",research,Canada,38,38,38,8,178,J WILDLIFE MANAGE,J. Wildl. Manage.,NOV,2016,80,8,10.1002/jwmg.21128,http://dx.doi.org/10.1002/jwmg.21128,,,10,Ecology; Zoology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Zoology
J,"Reimer, JP; Baerwald, EF; Barclay, RMR",Echolocation activity of migratory bats at a wind energy facility: testing the feeding-attraction hypothesis to explain fatalities,JOURNAL OF MAMMALOGY,English,Article,bats; bat fatalities; foraging; hoary bat; silver-haired bat; wind turbine,LASIONYCTERIS-NOCTIVAGANS BATS; HOARY LASIURUS-CINEREUS; RANGE FORAGING STRATEGIES; BEHAVIOR; TURBINES; CONSEQUENCES; PREGNANCY; MORTALITY; ALBERTA; CALLS,"As development of wind energy facilities continues, questions of why fatalities of migrating insectivorous bats occur at turbines still remain. Numerous hypotheses have been proposed, including a feeding-attraction hypothesis that suggests bats may be attracted to insects congregating near turbine nacelles. To test this hypothesis, we analyzed echolocation calls of hoary (Lasiurus cinereus) and silver-haired (Lasionycteris noctivagans) bats recorded over 72 nights at a wind energy facility in Southern Alberta, Canada. We recorded calls at 3 heights: 67 m at turbine nacelles, 30 m at meteorological towers, and ground level at turbines and meteorological towers. We used feeding buzzes as indicators of foraging behavior. We compared the occurrence of feeding buzzes across heights, and between turbines and meteorological towers to test the prediction that if bats are attracted to turbines for foraging, there will be a greater proportion of feeding buzzes at turbines, and in particular, at nacelle height. We found no significant evidence that foraging rates were higher at nacelle height compared to 30 m or ground level, or between turbines and meteorological towers for either species. For silver-haired bats, foraging activity was greater at meteorological towers, and in particular, at 30 m height. These results do not support the feeding-attraction hypothesis for silver-haired or hoary bats, and suggest that while some bats forage in the vicinity of wind turbines, they are not specifically attracted to turbines to feed.",research,Canada,40,9,9,8,52,J MAMMAL,J. Mammal.,5-Dec,2018,99,6,10.1093/jmammal/gyy143,http://dx.doi.org/10.1093/jmammal/gyy143,,,6,Zoology,Science Citation Index Expanded (SCI-EXPANDED),Zoology
J,"Baerwald, EF; Barclay, RMR","Patterns of Activity and Fatality of Migratory Bats at a Wind Energy Facility in Alberta, Canada",JOURNAL OF WILDLIFE MANAGEMENT,English,Article,hoary bat; Lasionycteris noctivagans; Lasiurus cinereus; migration; silver-haired bat; turbine-related fatalities; wind energy; weather,INSECTIVOROUS BATS; BIRD MIGRATION; FORAGING BEHAVIOR; LASIURUS-CINEREUS; PREY SELECTION; NORTH-AMERICA; TURBINES; MOONLIGHT; WEATHER; MORTALITY,"Studying migratory behavior of bats is challenging. Thus, most information regarding their migratory behavior is anecdotal. Recently, however, fatalities of migratory bats at some wind energy facilities across North America have provided the opportunity and impetus to study bat migration at fine spatial and temporal scales. Using acoustic monitoring and carcass searches, we examined temporal and spatial variation in activity levels and fatality rates of bats at a wind energy facility in southern Alberta, Canada. Our goals were to better understand the influence of weather variables and turbine location on the activity and fatality of hoary bats (Lasiurus cinereus) and silver-haired bats (Lasionycteris noctivagans), and to use that understanding to predict variation in fatality rates at wind energy facilities and recommend measures to reduce fatalities. Overall activity of migratory bats and of silver-haired bats increased in low wind speeds and warm ambient temperatures, and was reduced when the wind was from the North or Northeast, whereas hoary bat activity increased with falling barometric pressure. Fatalities of migratory bats in general increased with increased activity of migratory bats, increased moon illumination, and falling barometric pressure and were influenced by the interaction between barometric pressure change and activity. Fatalities of silver-haired bats increased with increased activity, moon illumination, and winds from the south-east. Hoary bat fatalities increased with falling barometric pressure. Our results indicate that both the activity and fatality of migratory bats are affected by weather variables, but that species differ in their responses to environmental conditions. Spatially, fatalities were not influenced by the position of turbines within a turbine row, but were influenced by the location of turbines within the facility. Our findings have implications for our understanding of bat migration and efforts to reduce fatalities at wind energy facilities. To maximize the reduction of bat fatalities, operators of wind energy facilities could incorporate migratory bats' response to environmental variables, such as barometric pressure and fraction of moon illuminated, into their existing mitigation strategies. (C) 2011 The Wildlife Society.",research,Canada,73,67,71,3,153,J WILDLIFE MANAGE,J. Wildl. Manage.,JUL,2011,75,5,10.1002/jwmg.147,http://dx.doi.org/10.1002/jwmg.147,,,12,Ecology; Zoology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Zoology
J,"Davy, CM; Squires, K; Zimmerling, JR",Estimation of spatiotemporal trends in bat abundance from mortality data collected at wind turbines,CONSERVATION BIOLOGY,English,Article,aeroconservation; aeroecology; bat mortality; Bayesian hierarchical models population trends; renewable energy; wind energy,ENERGY; FATALITIES; CONSERVATION; BIODIVERSITY; FARMS; FACILITIES; HAZARDS; BYCATCH; IMPACT; BIRDS,"Renewable energy sources, such as wind energy, are essential tools for reducing the causes of climate change, but wind turbines can pose a collision risk for bats. To date, the population-level effects of wind-related mortality have been estimated for only 1 bat species. To estimate temporal trends in bat abundance, we considered wind turbines as opportunistic sampling tools for flying bats (analogous to fishing nets), where catch per unit effort (carcass abundance per monitored turbine) is a proxy for aerial abundance of bats, after accounting for seasonal variation in activity. We used a large, standardized data set of records of bat carcasses from 594 turbines in southern Ontario, Canada, and corrected these data to account for surveyor efficiency and scavenger removal. We used Bayesian hierarchical models to estimate temporal trends in aerial abundance of bats and to explore the effect of spatial factors, including landscape features associated with bat habitat (e.g., wetlands, croplands, and forested lands), on the number of mortalities for each species. The models showed a rapid decline in the abundance of 4 species in our study area; declines in capture of carcasses over 7 years ranged from 65% (big brown bat [Eptesicus fuscusl) to 91% (silver-haired bat [Lasionycteris noctivagansl). Estimated declines were independent of the effects of mitigation (increasing wind speed at which turbines begin to generate electricity from 3.5 to 5.5 m/s), which significantly reduced but did not eliminate bat mortality. Late-summer mortality of hoary (Lasiurus cinereus), eastern red (Lasiurus borealis), and silver-haired bats was predicted by woodlot cover, and mortality of big brown bats decreased with increasing elevation. These landscape predictors of bat mortality can inform the siting of future wind energy operations. Our most important result is the apparent decline in abundance of four common species of bat in the airspace, which requires further investigation.",research,Canada,58,12,12,4,39,CONSERV BIOL,Conserv. Biol.,FEB,2021,35,1,10.1111/cobi.13554,http://dx.doi.org/10.1111/cobi.13554,,20-Jul,12,Biodiversity Conservation; Ecology; Environmental Sciences,Science Citation Index Expanded (SCI-EXPANDED),Biodiversity & Conservation; Environmental Sciences & Ecology
J,"Baerwald, EF; Barclay, RMR",GEOGRAPHIC VARIATION IN ACTIVITY AND FATALITY OF MIGRATORY BATS AT WIND ENERGY FACILITIES,JOURNAL OF MAMMALOGY,English,Article,hoary bat; Lasionycteris noctivagans; Lasiurus cinereus; migration; silver-haired bat; wind energy,ECHOLOCATION CALLS; BIG BROWN; ORIENTATION; BEHAVIOR; LASIONYCTERIS; HABITAT; NAVIGATION; SELECTION; LASIURUS; IMPACTS,"Little is known regarding the migratory behavior of bats, due in part to their elusive nature. Recently, however, fatalities of migratory bats at some wind energy facilities across North America have provided the opportunity and impetus to study bat migration at the landscape level. Using acoustic monitoring and carcass searches, we examined variation in activity levels and fatality rates of bats across southern Alberta, Canada, to determine if bat activity and fatality are concentrated in certain areas or evenly distributed across the landscape. To investigate geographical variation in bat activity, we acoustically monitored activity from 15 July to 15 September 2006 and 2007 at 7 proposed or existing wind energy installations across southern Alberta (similar to 155 km between the most westerly wind energy facility and the most easterly). Activity of migratory bats varied among sites, suggesting that, rather than migrating in a dispersed way across a broad area, bats concentrate along select routes. To investigate variation in bat fatality rates among wind energy installations, we compiled fatality data collected between 2001 and 2007 from 6 wind energy facilities and conducted carcass searches at 3 wind energy installations in 2006 and 2007. Fatality rates differed among the 9 sites, partly due to differences in turbine height, but also due to differences in migratory-bat activity and the interaction between bat activity and turbine height. Our results indicate that bats migrate in certain areas and that measuring migratory activity may allow wind energy facilities to be placed so as to minimize bat fatalities.",research,Canada,75,76,81,3,86,J MAMMAL,J. Mammal.,DEC,2009,90,6,10.1644/09-MAMM-S-104R.1,http://dx.doi.org/10.1644/09-MAMM-S-104R.1,,,9,Zoology,Science Citation Index Expanded (SCI-EXPANDED),Zoology
J,"Anderson, AM; Jardine, CB; Zimmerling, JR; Baerwald, EF; Davy, CM",Effects of turbine height and cut-in speed on bat and swallow fatalities at wind energy facilities,FACETS,English,Article,aerial insectivore; fatality estimator; Ontario; turbine height; wildlife mortality; wind turbine,MORTALITY; BIRD; FARMS; STRATEGIES; PATTERNS; AREAS; RISK,"Understanding the relationship between the height of wind turbines and wildlife fatalities is important for informing and mitigating wildlife collisions as ever taller and denser arrays of wind turbines are erected across the landscape. We examined relationships between turbine height and fatalities of bats and swallows at 811 turbines in Ontario, Canada, ranging from 119 to 186 m tall. We accounted for cut-in speeds, operational mitigation, and taller turbines projecting carcasses farther from the turbine base than shorter turbines. Fatalities of hoary bats (Lasiurus cinereus Palisot de Beauvois, 1796), silver-haired bats (Lasionycteris noctivagans Le Conte, 1831), and big brown bats (Eptesicus fuscus Palisot de Beauvois, 1796) increased with increased maximum blade height of turbines. In contrast, fatalities of little brown bat (Myotis lucifugus Le Conte, 1831) and eastern red bat (Lasiurus borealis Midler, 1776) decreased with increased turbine height. Fatalities of purple martins (Progne subis Linnaeus, 1758) and tree swallows (Tachycineta bicolor Vieillot, 1808) were higher at taller turbines than shorter turbines. However, fatalities of cliff swallow (Petrochelidon pyrrhonota Vieillot, 1817) and barn swallow (Hirundo rustica Linnaeus, 1758) were not associated with turbine height. Our results suggest that varying flight height among species may be one factor affecting collision risk.",research,Canada,67,1,1,10,17,FACETS,Facets,6-Oct,2022,7,,10.1139/facets-2022-0105,http://dx.doi.org/10.1139/facets-2022-0105,,,17,Multidisciplinary Sciences,Science Citation Index Expanded (SCI-EXPANDED),Science & Technology - Other Topics
